"3063","lines not having a lower-case letter before ending with a vowel","( ~ ( [ <LOW> ] ) ) . * ( ( . * ) ( [ <VOW> ] ) ) . *","p","p","p","p","p","n","n","n","n","n"
"3064","lines with words with a capital letter followed by a lower-case letter","\ b [ <CAP> ] . * [ <LOW> ] . * \ b","p","p","p","p","p","n","n","n","n","n"
"3065","lines with a vowel and a lower-case letter before a capital letter iin them","( ( [ <VOW> ] ) & ( [ <LOW> ] ) ) . * ( [ <CAP> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"3066","lines with a number and a vowel before a character","( ( [ <NUM> ] ) & ( [ <VOW> ] ) ) . * ( . ) . *","p","p","p","p","p","n","n","n","n","n"
"3067","lines with words with either a number , the string <M0> , or a letter","\ b ( [ <NUM> ] ) | ( <M0> ) | ( [ <LET> ] ) \ b","p","p","p","p","p","n","n","n","n","n"
"3068","lines starting with words with a vowel , 2 or more times","( \ b ( [ <VOW> ] ) { 2 , } \ b ) ( . * )","p","p","p","p","p","n","n","n","n","n"
"3069","lines with 2 or more of a lower-case letter or character","( ( [ <LOW> ] ) | ( . ) ) { 2 , }","p","p","p","p","p","n","n","n","n","n"
"3070","lines with 3 or more vowels","( . * [ <VOW> ] . * ) { 3 , }","p","p","p","p","p","n","n","n","n","n"
"3071","lines containing either a letter , a lower-case letter , or a capital letter",". * ( [ <LET> ] ) | ( [ <LOW> ] ) | ( [ <CAP> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"3072","lines starting with a lower-case letter followed by a vowel","( [ <LOW> ] . * [ <VOW> ] . * ) ( . * )","p","p","p","p","p","n","n","n","n","n"
"3073","lines that have the string <M0> that occurs before a vowel","( ( <M0> ) ( . * ) ) . * ( [ <VOW> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"3074","lines containing a letter , <M0> , a character .",". * ( [ <LET> ] ) & ( <M0> ) & ( . ) . *","p","p","p","p","p","n","n","n","n","n"
"3075","lines not having string <M0> and number before string <M1>","( ~ ( <M0> ) ) & ( ( [ <NUM> ] ) . * ( <M1> ) . * )","p","p","p","p","p","n","n","n","n","n"
"3076","lines not having the string <M0> , not a lower-case letter , and not the string <M1>","~ ( ( <M0> ) & ( [ <LOW> ] ) & ( <M1> ) )","p","p","p","p","p","n","n","n","n","n"
"3077","lines with the string <M0> at least once before a character","( ( <M0> ) + ) . * ( . ) . *","p","p","p","p","p","n","n","n","n","n"
"3078","lines with the string <M0> at least once before a lower-case letter , the string <M1> , and a capital letter","( ( <M0> ) + ) . * ( ( [ <LOW> ] ) & ( <M1> ) & ( [ <CAP> ] ) ) . *","p","p","p","p","p","n","n","n","n","n"
"3079","lines without a capital letter , lower-case letter , or string <M0>","~ ( ( [ <CAP> ] ) | ( [ <LOW> ] ) | ( <M0> ) )","p","p","p","p","p","n","n","n","n","n"
"3080","lines containing either the string <M0> , the string <M1> , or a number followed by a character","( ( <M0> ) | ( <M1> ) | ( [ <NUM> ] ) ) . * ( . ) . *","p","p","p","p","p","n","n","n","n","n"
"3081","lines with a letter before either the string <M0> , a lower-case letter , or the string <M1>","( [ <LET> ] ) . * ( ( <M0> ) | ( [ <LOW> ] ) | ( <M1> ) ) . *","p","p","p","p","p","n","n","n","n","n"
"3082","lines containing a letter before a lower-case letter , 6 times or more","( [ <LET> ] . * [ <LOW> ] . * ) { 6 , }","p","p","p","p","p","n","n","n","n","n"
"3083","lines that do not contain a lower-case letter followed by the string <M0> or a letter","( ~ ( [ <LOW> ] ) ) . * ( ( <M0> ) | ( [ <LET> ] ) ) . *","p","p","p","p","p","n","n","n","n","n"
"3084","lines with a vowel before a number","( [ <VOW> ] ) . * ( ( . ) & ( [ <NUM> ] ) ) . *","p","p","p","p","p","n","n","n","n","n"
"3085","items with a character preceding an upper case letter at least twice .","( . ) . * ( ( [ <CAP> ] ) { 2 , } ) . *","p","p","p","p","p","n","n","n","n","n"
"3086","lines with letter before either string <M0> , capital letter , or character","( [ <LET> ] ) . * ( ( <M0> ) | ( [ <CAP> ] ) | ( . ) ) . *","p","p","p","p","p","n","n","n","n","n"
"3087","lines not having a capital letter , 3 or more times or the string <M0>","~ ( ( ( [ <CAP> ] ) { 3 , } ) | ( <M0> ) )","p","p","p","p","p","n","n","n","n","n"
"3088","lines containing the string <M0> at least once and a lower-case letter",". * ( ( <M0> ) + ) & ( [ <LOW> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"3089","lines not having a vowel at least once or a capital letter","~ ( ( ( [ <VOW> ] ) + ) | ( [ <CAP> ] ) )","p","p","p","p","p","n","n","n","n","n"
"3090","lines containing the string <M0> or a character",". * ( <M0> ) | ( . ) . *","p","p","p","p","p","n","n","n","n","n"
"3091","lines with a capital before lower-case letter or character","( [ <CAP> ] ) . * ( ( [ <LOW> ] ) | ( . ) ) . *","p","p","p","p","p","n","n","n","n","n"
"3092","lines with a lower-case letter followed by a letter before a vowel","( [ <LOW> ] . * [ <LET> ] . * ) . * ( [ <VOW> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"3093","lines containing the word dog , followed by a number and a capital letter","( <M0> . * [ <NUM> ] . * ) . * ( [ <CAP> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"3094","lines with words with ending with a letter , 5 or more times","\ b ( . * ) ( ( [ <LET> ] ) { 5 , } ) \ b","p","p","p","p","p","n","n","n","n","n"
"3095","lines that contain the letter <M0> followed by a vowel .",". * <M0> . * [ <VOW> ] . *","p","p","p","p","p","n","n","n","n","n"
"3096","lines with 2 or more lower-case letters before a character","( ( [ <LOW> ] ) { 2 , } ) . * ( . ) . *","p","p","p","p","p","n","n","n","n","n"
"3097","lines with words with a vowel before a number","\ b ( [ <VOW> ] ) . * ( [ <NUM> ] ) . * \ b","p","p","p","p","p","n","n","n","n","n"
"3098","lines with a letter before they end with a character","( [ <LET> ] ) . * ( ( . * ) ( . ) ) . *","p","p","p","p","p","n","n","n","n","n"
"3099","lines with words and 7 or more numbers","\ b . * ( [ <NUM> ] ) { 7 , } . * \ b","p","p","p","p","p","n","n","n","n","n"
"3100","lines with the string <M0> , <M1> and <M2> before a capital letter","( ( <M0> ) & ( <M1> ) ) . * ( ( [ <CAP> ] ) | ( <M2> ) ) . *","p","p","p","p","p","n","n","n","n","n"
"3101","lines not having a number and not a letter","~ ( ( [ <NUM> ] ) & ( [ <LET> ] ) )","p","p","p","p","p","n","n","n","n","n"
"3102","lines not having the string <M0> or a lower-case letter at least once","~ ( ( ( <M0> ) | ( [ <LOW> ] ) ) + )","p","p","p","p","p","n","n","n","n","n"
"3103","lines with a character followed by a number , 3 or more times","( . . * [ <NUM> ] . * ) { 3 , }","p","p","p","p","p","n","n","n","n","n"
"3104","lines starting with words with a capital letter or the string <M0>","( \ b ( [ <CAP> ] ) | ( <M0> ) \ b ) ( . * )","p","p","p","p","p","n","n","n","n","n"
"3105","lines containing a capital letter , 4 or more times",". * ( [ <CAP> ] ) { 4 , } . *","p","p","p","p","p","n","n","n","n","n"
"3106","lines with 5 or more of words with a vowel","\ b ( [ <VOW> ] ) { 5 , } \ b","p","p","p","p","p","n","n","n","n","n"
"3107","lines with a vowel before not a capital letter","( [ <VOW> ] ) . * ( ~ ( [ <CAP> ] ) ) . *","p","p","p","p","p","n","n","n","n","n"
"3108","lines ending with 3 or more words with a character .","( . * ) ( \ b ( . ) { 3 , } \ b )","p","p","p","p","p","n","n","n","n","n"
"3109","lines not having a capital letter before a vowel at least once","~ ( ( [ <CAP> ] ) . * ( ( [ <VOW> ] ) + ) . * )","p","p","p","p","p","n","n","n","n","n"
"3110","lines with a vowel , number , and string <M0> before capital letter","( ( [ <VOW> ] ) & ( [ <NUM> ] ) & ( <M0> ) ) . * ( [ <CAP> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"3111","lines with 2 or more vowels before a letter","( ( [ <VOW> ] ) { 2 , } ) . * ( [ <LET> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"3112","lines containing the string <M0> 2 or more times before a lower-case letter","( <M0> ) . * ( ( [ <LOW> ] ) { 2 , } ) . *","p","p","p","p","p","n","n","n","n","n"
"3113","lines with the <M0> string and also a letter or an upper-case letter",". * ( <M0> ) & ( ( [ <CAP> ] ) | ( [ <LET> ] ) ) . *","p","p","p","p","p","n","n","n","n","n"
"3114","the string <M0> appears before the string <M1> or the string <M2> followed by a character in the lines","( ( <M0> ) . * ( <M1> ) . * ) | ( <M2> . * . . * )","p","p","p","p","p","n","n","n","n","n"
"3115","lines containing a lower-case letter followed by a vowel or the string <M0> minimum 1 time .","( ( [ <LOW> ] ) . * ( [ <VOW> ] ) . * ) | ( ( <M0> ) + )","p","p","p","p","p","n","n","n","n","n"
"3116","lines with a lower-case letter and a vowel before the string <M0>","( ( [ <LOW> ] ) & ( [ <VOW> ] ) ) . * ( <M0> ) . *","p","p","p","p","p","n","n","n","n","n"
"3117","lines ending in zero or more of a number before capital letter","( ( . * ) ( [ <NUM> ] . * [ <CAP> ] . * ) ) *","p","p","p","p","p","n","n","n","n","n"
"3118","at least 1 line ending with a letter followed by the string <M0>","( ( . * ) ( [ <LET> ] . * <M0> . * ) ) +","p","p","p","p","p","n","n","n","n","n"
"3119","lines which are not having a character , a number , or a vowel","~ ( ( . ) | ( [ <NUM> ] ) | ( [ <VOW> ] ) )","p","p","p","p","p","n","n","n","n","n"
"3120","items with a numeral preceding a letter , at least twice .","( [ <NUM> ] ) . * ( ( [ <LET> ] ) { 2 , } ) . *","p","p","p","p","p","n","n","n","n","n"
"3121","lines that have only 3 words","( ( [ ^ <LET> ] ) * \ b [ <LET> ] + \ b ( [ ^ <LET> ] ) * ) { 3 }","p","p","p","p","p","n","n","n","n","n"
"3122","lines ending with words with a number followed by the string <M0>","( . * ) ( \ b [ <NUM> ] . * <M0> . * \ b )","p","p","p","p","p","n","n","n","n","n"
"3123","lines with words with a letter followed by string <M0> , 2 or more times","( \ b [ <LET> ] . * <M0> . * \ b ) { 2 , }","p","p","p","p","p","n","n","n","n","n"
"3124","lines that have only  the string <M0> then a vowel","( . * <M0> . * ) . * ( [ <VOW> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"3125","lines with a number followed by the string <M0> before a lower-case letter","( [ <NUM> ] . * <M0> . * ) . * ( [ <LOW> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"3126","lines with the string <M0> followed by the string <M1> , zero or more times","( <M0> . * <M1> . * ) *","p","p","p","p","p","n","n","n","n","n"
"3127","lines with a vowel before the string <M0> or a number","( [ <VOW> ] ) . * ( ( <M0> ) | ( [ <NUM> ] ) ) . *","p","p","p","p","p","n","n","n","n","n"
"3128","lines with a capital letter followed by a number at least once","( [ <CAP> ] . * [ <NUM> ] . * ) +","p","p","p","p","p","n","n","n","n","n"
"3129","lines beginning with the string <M0> and the string <M1> 1 or more times","( ( <M1> ) + ) & ( ( <M0> ) ( . * ) )","p","p","p","p","p","n","n","n","n","n"
"3130","lines with the string <M0> , 2 or more times before containing the string <M1>","( ( <M0> ) { 2 , } ) . * ( . * <M1> . * ) . *","p","p","p","p","p","n","n","n","n","n"
"3131","lines that have a character or the string <M0> occurring at least twice","( ( <M0> ) | ( . ) ) { 2 , }","p","p","p","p","p","n","n","n","n","n"
"3132","lines containing at least 1 of the string <M0> or a letter","( ( <M0> ) + ) | ( . * [ <LET> ] . * )","p","p","p","p","p","n","n","n","n","n"
"3133","lines with a letter before a capital letter followed by a character","( [ <LET> ] ) . * ( [ <CAP> ] . * . . * ) . *","p","p","p","p","p","n","n","n","n","n"
"3134","lines with a letter before a lower-case letter and starting with the string <M0>","( ( [ <LET> ] ) . * ( [ <LOW> ] ) . * ) & ( ( <M0> ) ( . * ) )","p","p","p","p","p","n","n","n","n","n"
"3135","lines with the string <M0> or a lower-case letter , 3 or more times","( ( <M0> ) | ( [ <LOW> ] ) ) { 3 , }","p","p","p","p","p","n","n","n","n","n"
"3136","lines with a character , vowel , and lower-case letter before the string <M0>","( ( . ) & ( [ <VOW> ] ) & ( [ <LOW> ] ) ) . * ( <M0> ) . *","p","p","p","p","p","n","n","n","n","n"
"3137","lines ending with containing a vowel followed by a character","( . * ) ( . * [ <VOW> ] . * . . * . * )","p","p","p","p","p","n","n","n","n","n"
"3138","lines with lower-case letter , 4 or more times before capital letter","( ( [ <LOW> ] ) { 4 , } ) . * ( [ <CAP> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"3139","lines containing a letter , 4 or more times",". * ( [ <LET> ] ) { 4 , } . *","p","p","p","p","p","n","n","n","n","n"
"3140","lines with the string <M0> before a number followed by a vowel in them","( <M0> ) . * ( [ <NUM> ] . * [ <VOW> ] . * ) . *","p","p","p","p","p","n","n","n","n","n"
"3141","lines with words with a vowel , a letter , and a lower-case letter","\ b ( [ <VOW> ] ) & ( [ <LET> ] ) & ( [ <LOW> ] ) \ b","p","p","p","p","p","n","n","n","n","n"
"3142","all lines","( . * ( [ <LOW> ] ) | ( <M0> ) | ( <M1> ) . * ) *","p","p","p","p","p","n","n","n","n","n"
"3143","lines with 2 or more of the string <M0> or the strings <M1> before <M2>","( ( <M0> ) { 2 , } ) | ( <M1> . * <M2> . * )","p","p","p","p","p","n","n","n","n","n"
"3144","lines with words with the string <M0> or the string <M1> , 2 or more times","\ b ( ( <M0> ) | ( <M1> ) ) { 2 , } \ b","p","p","p","p","p","n","n","n","n","n"
"3145","lines with a number before a vowel at least 2 times","( [ <NUM> ] ) . * ( ( [ <VOW> ] ) { 2 , } ) . *","p","p","p","p","p","n","n","n","n","n"
"3146","lines with a letter before not containing a lower-case letter","( [ <LET> ] ) . * ( . * ~ ( [ <LOW> ] ) . * ) . *","p","p","p","p","p","n","n","n","n","n"
"3147","lines with words with ending with a character , 7 or more times","( \ b ( . * ) ( . ) \ b ) { 7 , }","p","p","p","p","p","n","n","n","n","n"
"3148","lines with a capital letter followed by a vowel or a number before a character","( [ <CAP> ] . * [ <VOW> ] . * ) | ( ( [ <NUM> ] ) . * ( . ) . * )","p","p","p","p","p","n","n","n","n","n"
"3149","lines without a number , <M0> or a vowel","~ ( ( [ <NUM> ] ) & ( <M0> ) & ( [ <VOW> ] ) )","p","p","p","p","p","n","n","n","n","n"
"3150","only the lines not containing the string <M0> or <M1> .","~ ( ( <M0> ) | ( <M1> ) )","p","p","p","p","p","n","n","n","n","n"
"3151","lines with the string <M0> before a number or the string <M1> , 2 or more times","( ( ( <M0> ) . * ( [ <NUM> ] ) . * ) | ( <M1> ) ) { 2 , }","p","p","p","p","p","n","n","n","n","n"
"3152","lines ending with containing only a letter , 3 or more times","( ( . * ) ( [ <LET> ] ) ) { 3 , }","p","p","p","p","p","n","n","n","n","n"
"3153","lines which have both a character and also a letter",". * ( . ) & ( [ <LET> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"3154","lines containing a vowel and ending with the string <M0>","( . * [ <VOW> ] . * ) & ( ( . * ) ( <M0> ) )","p","p","p","p","p","n","n","n","n","n"
"3155","lines which have the string <M0> and a lower-case letter before ending with a vowel","( ( <M0> ) & ( [ <LOW> ] ) ) . * ( ( . * ) ( [ <VOW> ] ) ) . *","p","p","p","p","p","n","n","n","n","n"
"3156","lines not having a letter and a number , 2 or more times","( ~ ( [ <LET> ] ) ) & ( ( [ <NUM> ] ) { 2 , } )","p","p","p","p","p","n","n","n","n","n"
"3157","lines with the string <M0> after a lower-case letter at least 3 times","( ( [ <LOW> ] ) { 3 , } ) . * ( <M0> ) . *","p","p","p","p","p","n","n","n","n","n"
"3158","lines containing a number followed by the string <M0> , 3 or more times",". * ( [ <NUM> ] . * <M0> . * ) { 3 , } . *","p","p","p","p","p","n","n","n","n","n"
"3159","lines starting with character before number","( ( . ) ( . * ) ) . * ( [ <NUM> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"3160","lines ending with a letter followed by a number","( . * ) ( [ <LET> ] . * [ <NUM> ] . * )","p","p","p","p","p","n","n","n","n","n"
"3161","lines with 4 or more of th string <M0> before a capital letter","( <M0> . * [ <CAP> ] . * ) { 4 , }","p","p","p","p","p","n","n","n","n","n"
"3162","lines with words and only a capital letter","\ b . * [ <CAP> ] . * \ b","p","p","p","p","p","n","n","n","n","n"
"3163","lines with a lower-case letter before a character","( ( [ <LET> ] ) | ( [ <LOW> ] ) ) . * ( . ) . *","p","p","p","p","p","n","n","n","n","n"
"3164","lines with the string <M0> before a character and ending with a capital letter","( ( <M0> ) . * ( . ) . * ) & ( ( . * ) ( [ <CAP> ] ) )","p","p","p","p","p","n","n","n","n","n"
"3165","lines with a letter followed by a lower-case letter and <M0> , 5 or more times","( [ <LET> ] . * [ <LOW> ] . * ) & ( ( <M0> ) { 5 , } )","p","p","p","p","p","n","n","n","n","n"
"3166","lines that have the strings <M0> and <M1> before the string <M2>","( ( <M0> ) & ( <M1> ) ) . * ( <M2> ) . *","p","p","p","p","p","n","n","n","n","n"
"3167","lines starting with a capital letter or a character","( ( [ <CAP> ] ) | ( . ) ) ( . * )","p","p","p","p","p","n","n","n","n","n"
"3168","lines with a capital letter before not a number , 3 or more times in them","( [ <CAP> ] ) . * ( ~ ( ( [ <NUM> ] ) { 3 , } ) ) . *","p","p","p","p","p","n","n","n","n","n"
"3169","lines starting with string <M0> before lower-case letter , zero or more times","( ( <M0> ) ( . * ) ) . * ( ( [ <LOW> ] ) * ) . *","p","p","p","p","p","n","n","n","n","n"
"3170","lines with a lower-case or capital letter or a character before a number","( ( [ <LOW> ] ) | ( [ <CAP> ] ) | ( . ) ) . * ( [ <NUM> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"3171","lines finishing hwith the string <M0> at least once followed by a vowel","( ( . * ) ( ( <M0> ) + ) ) . * ( [ <VOW> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"3172","lines must end with a number","~ ( ( . * ) ( . ) )","p","p","p","p","p","n","n","n","n","n"
"3173","lines with a character after a vowel , a letter , and a lower-case letter","( ( [ <VOW> ] ) & ( [ <LET> ] ) & ( [ <LOW> ] ) ) . * ( . ) . *","p","p","p","p","p","n","n","n","n","n"
"3174","lines with a vowel , 2 or more times before a character","( ( [ <VOW> ] ) { 2 , } ) . * ( . ) . *","p","p","p","p","p","n","n","n","n","n"
"3175","lines with 6 or more letters","( . * ( [ <CAP> ] ) | ( [ <LOW> ] ) . * ) { 6 , }","p","p","p","p","p","n","n","n","n","n"
"3176","lines do not start with the string <M0> nor the string <M1>","~ ( ( ( <M0> ) ( . * ) ) & ( <M1> ) )","p","p","p","p","p","n","n","n","n","n"
"3177","lines with words with 3 or more of a character and lower-case letter","( \ b ( . ) & ( [ <LOW> ] ) \ b ) { 3 , }","p","p","p","p","p","n","n","n","n","n"
"3178","lines with a character or letter before string <M0>","( ( . ) | ( [ <CAP> ] ) | ( [ <LET> ] ) ) . * ( <M0> ) . *","p","p","p","p","p","n","n","n","n","n"
"3179","lines with the string <M0> before a vowel , string <M1> , or capital letter","( <M0> ) . * ( ( [ <VOW> ] ) | ( <M1> ) | ( [ <CAP> ] ) ) . *","p","p","p","p","p","n","n","n","n","n"
"3180","lines starting with the string <M0> or a vowel , zero or more times","( ( ( <M0> ) | ( [ <VOW> ] ) ) ( . * ) ) *","p","p","p","p","p","n","n","n","n","n"
"3181","lines that don't contain a lower-case letter or the string <M0> 4 times or more","( ( ~ ( <M0> ) ) | ( [ <LOW> ] ) ) { 4 , }","p","p","p","p","p","n","n","n","n","n"
"3182","lines containing string <M0> before number , string <M1> , and letter","( . * <M0> . * ) . * ( ( [ <NUM> ] ) & ( <M1> ) & ( [ <LET> ] ) ) . *","p","p","p","p","p","n","n","n","n","n"
"3183","lines that contain a lower-case letter followed by a letter , at least 6 times","( [ <LOW> ] . * [ <LET> ] . * ) { 6 , }","p","p","p","p","p","n","n","n","n","n"
"3184","lines that utilize the letters <M0> .",". * <M0> . *","p","p","p","p","p","n","n","n","n","n"
"3185","lines with words with a number before a vowel and a lower-case letter","\ b ( ( [ <NUM> ] ) . * ( [ <VOW> ] ) . * ) & ( [ <LOW> ] ) \ b","p","p","p","p","p","n","n","n","n","n"
"3186","lines with a character or either a number , a lower-case letter , or a letter , 7 or more times","( ( . ) | ( ( [ <NUM> ] ) | ( [ <LOW> ] ) | ( [ <LET> ] ) ) ) { 7 , }","p","p","p","p","p","n","n","n","n","n"
"3187","lines with words with starting with a character , 5 or more times","( \ b ( . ) ( . * ) \ b ) { 5 , }","p","p","p","p","p","n","n","n","n","n"
"3188","lines with words that contain a character , 5 or more times","( \ b . * . . * \ b ) { 5 , }","p","p","p","p","p","n","n","n","n","n"
"3189","lines with a lower-case letter before the string <M0> , zero or more times","( [ <LOW> ] ) . * ( ( <M0> ) * ) . *","p","p","p","p","p","n","n","n","n","n"
"3190","lines containing either a vowel , a character , or a capital letter",". * ( [ <VOW> ] ) | ( . ) | ( [ <CAP> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"3191","lines containing a capital letter or a lower-case letter , zero or more times",". * ( ( [ <CAP> ] ) | ( [ <LOW> ] ) ) * . *","p","p","p","p","p","n","n","n","n","n"
"3192","lines with a capital letter or without string <M0>","( ( [ <CAP> ] ) + ) | ( ~ ( <M0> ) )","p","p","p","p","p","n","n","n","n","n"
"3193","lines with a vowel before not the string <M0>","( [ <VOW> ] ) . * ( ~ ( <M0> ) ) . *","p","p","p","p","p","n","n","n","n","n"
"3194","lines with a lower-case letter before the string <M0> and a capital letter","( [ <LOW> ] ) . * ( ( <M0> ) & ( [ <CAP> ] ) ) . *","p","p","p","p","p","n","n","n","n","n"
"3195","lines containing words that have either a lower-case letter , a capital letter , or a vowel","\ b ( [ <LOW> ] ) | ( [ <CAP> ] ) | ( [ <VOW> ] ) \ b","p","p","p","p","p","n","n","n","n","n"
"3196","lines containing the string <M0> , zero or more times or the string <M1>",". * ( ( <M0> ) * ) | ( <M1> ) . *","p","p","p","p","p","n","n","n","n","n"
"3197","items with a small letter or vowel .","( ( [ <VOW> ] ) | ( [ <LOW> ] ) ) *","p","p","p","p","p","n","n","n","n","n"
"3198","the lines that begin with either a capital letter or lower-case letter","( ( [ <CAP> ] ) | ( [ <LET> ] ) ) ( . * )","p","p","p","p","p","n","n","n","n","n"
"3199","lines containing a vowel , a letter , and the string <M0> followed by the string <M1>","( <M0> ) . * ( ( <M1> ) & ( [ <VOW> ] ) & ( [ <LET> ] ) ) . *","p","p","p","p","p","n","n","n","n","n"
"3200","lines with a lower-case letter and capital letter , 2 or more times","( [ <LOW> ] ) . * ( ( [ <CAP> ] ) { 2 , } ) . *","p","p","p","p","p","n","n","n","n","n"
"3201","lines containing the word <M0>",". * \ b <M0> \ b . *","p","p","p","p","p","n","n","n","n","n"
"3202","lines that contain a vowel , a lower-case letter , or a letter and a number",". * ( ( [ <VOW> ] ) | ( [ <LOW> ] ) | ( [ <LET> ] ) ) & ( [ <NUM> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"3203","lines ending in the string <M0> before the string <M1> and <M2> and capital letter","( ( . * ) ( <M0> ) ) . * ( ( <M1> ) & ( <M2> ) & ( [ <CAP> ] ) ) . *","p","p","p","p","p","n","n","n","n","n"
"3204","lines ending with a number followed by a character","( . * ) ( [ <NUM> ] . * . . * )","p","p","p","p","p","n","n","n","n","n"
"3205","lines with the string <M0> or character and vowel","( . * <M0> . * ) | ( ( . ) & ( [ <VOW> ] ) )","p","p","p","p","p","n","n","n","n","n"
"3206","lines starting with a lower-case letter before a character or vowel","( ( [ <LOW> ] . * . . * ) | ( [ <VOW> ] ) ) ( . * )","p","p","p","p","p","n","n","n","n","n"
"3207","lines with letter before lower-case letter , 2 or more times","( [ <LET> ] ) . * ( ( [ <LOW> ] ) { 2 , } ) . *","p","p","p","p","p","n","n","n","n","n"
"3208","lines ending with the string <M0> at least once or a lower-case letter","( . * ) ( ( ( <M0> ) + ) | ( [ <LOW> ] ) )","p","p","p","p","p","n","n","n","n","n"
"3209","lines containing a letter and ending with the string <M0>",". * ( [ <LET> ] ) & ( ( . * ) ( <M0> ) ) . *","p","p","p","p","p","n","n","n","n","n"
"3210","lines with a capital letter followed by a lower-case letter , 6 or more times","( [ <CAP> ] . * [ <LOW> ] . * ) { 6 , }","p","p","p","p","p","n","n","n","n","n"
"3211","lines with <M0> before a vowel","( <M0> ) . * ( ( . * ) ( [ <VOW> ] ) ) . *","p","p","p","p","p","n","n","n","n","n"
"3212","lines with a number or a lower-case letter before a vowel","( ( [ <NUM> ] ) | ( [ <LOW> ] ) ) . * ( [ <VOW> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"3213","lines with a number before a character , 6 or more times","( [ <NUM> ] ) . * ( ( . ) { 6 , } ) . *","p","p","p","p","p","n","n","n","n","n"
"3214","lines with words , a capital letter , the 2 or more of the string <M0>","( \ b ( [ <CAP> ] ) & ( <M0> ) \ b ) { 2 , }","p","p","p","p","p","n","n","n","n","n"
"3215","lines with a vowel or a character , zero or more times","( ( [ <VOW> ] ) | ( . ) ) *","p","p","p","p","p","n","n","n","n","n"
"3216","lines which are starting with the string <M0> before a capital letter , zero or more times","( ( <M0> ) ( . * ) ) . * ( ( [ <CAP> ] ) * ) . *","p","p","p","p","p","n","n","n","n","n"
"3217","lines with a letter before <M0>","( \ b ( [ <LET> ] ) + \ b ) . * ( <M0> ) . *","p","p","p","p","p","n","n","n","n","n"
"3218","6 lines with the strings <M0> and truck'","\ b ( <M0> ) & ( ( <M1> ) { 6 , } ) \ b","p","p","p","p","p","n","n","n","n","n"
"3219","lines with a capital letter at least once before a lower-case letter","( ( [ <CAP> ] ) + ) . * ( [ <LOW> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"3220","lines with words with a capital or string <M0> at least once","\ b ( ( [ <CAP> ] ) | ( <M0> ) ) + \ b","p","p","p","p","p","n","n","n","n","n"
"3221","lines with characters over 7 times before <M0>","( ( . ) { 7 , } ) . * ( <M0> ) . *","p","p","p","p","p","n","n","n","n","n"
"3222","lines with the string <M0> and a number ending with a capital letter","( ( <M0> ) & ( [ <NUM> ] ) ) . * ( ( . * ) ( [ <CAP> ] ) ) . *","p","p","p","p","p","n","n","n","n","n"
"3223","lines containing a character , a letter , and a lower-case letter",". * ( . ) & ( [ <LET> ] ) & ( [ <LOW> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"3224","lines with the string <M0> or 0 or more numbers","( \ b ( <M0> ) | ( [ <NUM> ] ) \ b ) *","p","p","p","p","p","n","n","n","n","n"
"3225","lines with a vowel , zero or more times before a character","( ( [ <VOW> ] ) * ) . * ( . ) . *","p","p","p","p","p","n","n","n","n","n"
"3226","lines with 2 or more of a vowel or lower-case letter","( ( [ <VOW> ] ) | ( [ <LOW> ] ) ) { 2 , }","p","p","p","p","p","n","n","n","n","n"
"3227","lines starting with a number before the string <M0>","( ( [ <NUM> ] ) ( . * ) ) . * ( <M0> ) . *","p","p","p","p","p","n","n","n","n","n"
"3228","lines containing the string <M0> , 6 or more times before the string <M1>",". * ( ( <M0> ) { 6 , } ) . * ( <M1> ) . * . *","p","p","p","p","p","n","n","n","n","n"
"3229","lines containing the string <M0> , the string <M1> , and a vowel",". * ( <M0> ) & ( <M1> ) & ( [ <VOW> ] ) . *","p","p","p","p","p","n","n","n","n","n"
"3230","lines with the string <M0> before a capital letter and a character","( <M0> ) . * ( ( [ <CAP> ] ) & ( . ) ) . *","p","p","p","p","p","n","n","n","n","n"
"3231","lines not having the string <M0> , not a number , and not a character","~ ( ( <M0> ) & ( [ <NUM> ] ) & ( . ) )","p","p","p","p","p","n","n","n","n","n"
"3232","lines with a letter before a capital letter followed by a vowel","( [ <LET> ] ) . * ( [ <CAP> ] . * [ <VOW> ] . * ) . *","p","p","p","p","p","n","n","n","n","n"
